VIX Index,VIX Index,,SPX Index,SPX Index
7/13/2012,16.74,,7/13/2012,1356.78
7/16/2012,17.11,,7/16/2012,1353.64
7/17/2012,16.48,,7/17/2012,1363.67
7/18/2012,16.16,,7/18/2012,1372.78
7/19/2012,15.45,,7/19/2012,1376.51
7/20/2012,16.27,,7/20/2012,1362.66
7/23/2012,18.62,,7/23/2012,1350.52
7/24/2012,20.47,,7/24/2012,1338.31
7/25/2012,19.34,,7/25/2012,1337.89
7/26/2012,17.53,,7/26/2012,1360.02
7/27/2012,16.7,,7/27/2012,1385.97
7/30/2012,18.03,,7/30/2012,1385.3
7/31/2012,18.93,,7/31/2012,1379.32
8/1/2012,18.96,,8/1/2012,1375.14
8/2/2012,17.57,,8/2/2012,1365
8/3/2012,15.64,,8/3/2012,1390.99
8/6/2012,15.95,,8/6/2012,1394.23
8/7/2012,15.99,,8/7/2012,1401.35
8/8/2012,15.32,,8/8/2012,1402.22
8/9/2012,15.28,,8/9/2012,1402.8
8/10/2012,14.74,,8/10/2012,1405.87
8/13/2012,13.7,,8/13/2012,1404.11
8/14/2012,14.85,,8/14/2012,1403.93
8/15/2012,14.63,,8/15/2012,1405.53
8/16/2012,14.29,,8/16/2012,1415.51
8/17/2012,13.45,,8/17/2012,1418.16
8/20/2012,14.02,,8/20/2012,1418.13
8/21/2012,15.02,,8/21/2012,1413.17
8/22/2012,15.11,,8/22/2012,1413.49
8/23/2012,15.96,,8/23/2012,1402.08
8/24/2012,15.18,,8/24/2012,1411.13
8/27/2012,16.35,,8/27/2012,1410.44
8/28/2012,16.49,,8/28/2012,1409.3
8/29/2012,17.06,,8/29/2012,1410.49
8/30/2012,17.83,,8/30/2012,1399.48
8/31/2012,17.47,,8/31/2012,1406.58
9/4/2012,17.98,,9/4/2012,1404.94
9/5/2012,17.74,,9/5/2012,1403.43
9/6/2012,15.6,,9/6/2012,1432.12
9/7/2012,14.38,,9/7/2012,1437.92
9/10/2012,16.28,,9/10/2012,1429.08
9/11/2012,16.41,,9/11/2012,1433.57
9/12/2012,15.8,,9/12/2012,1436.56
9/13/2012,14.05,,9/13/2012,1459.99
9/14/2012,14.51,,9/14/2012,1465.77
9/17/2012,14.59,,9/17/2012,1461.19
9/18/2012,14.18,,9/18/2012,1459.32
9/19/2012,13.88,,9/19/2012,1461.05
9/20/2012,14.07,,9/20/2012,1460.26
9/21/2012,13.98,,9/21/2012,1460.15
9/24/2012,14.15,,9/24/2012,1456.89
9/25/2012,15.43,,9/25/2012,1441.59
9/26/2012,16.81,,9/26/2012,1433.32
9/27/2012,14.84,,9/27/2012,1447.15
9/28/2012,15.73,,9/28/2012,1440.67
10/1/2012,16.32,,10/1/2012,1444.49
10/2/2012,15.71,,10/2/2012,1445.75
10/3/2012,15.43,,10/3/2012,1450.99
10/4/2012,14.55,,10/4/2012,1461.4
10/5/2012,14.33,,10/5/2012,1460.93
10/8/2012,15.11,,10/8/2012,1455.88
10/9/2012,16.37,,10/9/2012,1441.48
10/10/2012,16.29,,10/10/2012,1432.56
10/11/2012,15.59,,10/11/2012,1432.84
10/12/2012,16.14,,10/12/2012,1428.59
10/15/2012,15.27,,10/15/2012,1440.13
10/16/2012,15.22,,10/16/2012,1454.92
10/17/2012,15.07,,10/17/2012,1460.91
10/18/2012,15.03,,10/18/2012,1457.34
10/19/2012,17.06,,10/19/2012,1433.19
10/22/2012,16.62,,10/22/2012,1433.82
10/23/2012,18.83,,10/23/2012,1413.11
10/24/2012,18.33,,10/24/2012,1408.75
10/25/2012,18.12,,10/25/2012,1412.97
10/26/2012,17.81,,10/26/2012,1411.94
10/31/2012,18.6,,10/31/2012,1412.16
11/1/2012,16.69,,11/1/2012,1427.59
11/2/2012,17.59,,11/2/2012,1414.2
11/5/2012,18.42,,11/5/2012,1417.26
11/6/2012,17.58,,11/6/2012,1428.39
11/7/2012,19.08,,11/7/2012,1394.53
11/8/2012,18.49,,11/8/2012,1377.51
11/9/2012,18.61,,11/9/2012,1379.85
11/12/2012,16.68,,11/12/2012,1380.03
11/13/2012,16.65,,11/13/2012,1374.53
11/14/2012,17.92,,11/14/2012,1355.49
11/15/2012,17.99,,11/15/2012,1353.33
11/16/2012,16.41,,11/16/2012,1359.88
11/19/2012,15.24,,11/19/2012,1386.89
11/20/2012,15.08,,11/20/2012,1387.81
11/21/2012,15.31,,11/21/2012,1391.03
11/23/2012,15.14,,11/23/2012,1409.15
11/26/2012,15.5,,11/26/2012,1406.29
11/27/2012,15.92,,11/27/2012,1398.94
11/28/2012,15.51,,11/28/2012,1409.93
11/29/2012,15.06,,11/29/2012,1415.95
11/30/2012,15.87,,11/30/2012,1416.18
12/3/2012,16.64,,12/3/2012,1409.46
12/4/2012,17.12,,12/4/2012,1407.05
12/5/2012,16.46,,12/5/2012,1409.28
12/6/2012,16.58,,12/6/2012,1413.94
12/7/2012,15.9,,12/7/2012,1418.07
12/10/2012,16.05,,12/10/2012,1418.55
12/11/2012,15.57,,12/11/2012,1427.84
12/12/2012,15.95,,12/12/2012,1428.48
12/13/2012,16.56,,12/13/2012,1419.45
12/14/2012,17,,12/14/2012,1413.58
12/17/2012,16.34,,12/17/2012,1430.36
12/18/2012,15.57,,12/18/2012,1446.79
12/19/2012,17.36,,12/19/2012,1435.81
12/20/2012,17.67,,12/20/2012,1443.69
12/21/2012,17.84,,12/21/2012,1430.15
12/24/2012,17.84,,12/24/2012,1426.66
12/26/2012,19.48,,12/26/2012,1419.83
12/27/2012,19.47,,12/27/2012,1418.1
12/28/2012,22.72,,12/28/2012,1402.43
12/31/2012,18.02,,12/31/2012,1426.19
1/2/2013,14.68,,1/2/2013,1462.42
1/3/2013,14.56,,1/3/2013,1459.37
1/4/2013,13.83,,1/4/2013,1466.47
1/7/2013,13.79,,1/7/2013,1461.89
1/8/2013,13.62,,1/8/2013,1457.15
1/9/2013,13.81,,1/9/2013,1461.02
1/10/2013,13.49,,1/10/2013,1472.12
1/11/2013,13.36,,1/11/2013,1472.05
1/14/2013,13.52,,1/14/2013,1470.68
1/15/2013,13.55,,1/15/2013,1472.34
1/16/2013,13.42,,1/16/2013,1472.63
1/17/2013,13.57,,1/17/2013,1480.94
1/18/2013,12.46,,1/18/2013,1485.98
1/22/2013,12.43,,1/22/2013,1492.56
1/23/2013,12.46,,1/23/2013,1494.81
1/24/2013,12.69,,1/24/2013,1494.82
1/25/2013,12.89,,1/25/2013,1502.96
1/28/2013,13.57,,1/28/2013,1500.18
1/29/2013,13.31,,1/29/2013,1507.84
1/30/2013,14.32,,1/30/2013,1501.96
1/31/2013,14.28,,1/31/2013,1498.11
2/1/2013,12.9,,2/1/2013,1513.17
2/4/2013,14.67,,2/4/2013,1495.71
2/5/2013,13.72,,2/5/2013,1511.29
2/6/2013,13.41,,2/6/2013,1512.12
2/7/2013,13.5,,2/7/2013,1509.39
2/8/2013,13.02,,2/8/2013,1517.93
2/11/2013,12.94,,2/11/2013,1517.01
2/12/2013,12.64,,2/12/2013,1519.43
2/13/2013,12.98,,2/13/2013,1520.33
2/14/2013,12.66,,2/14/2013,1521.38
2/15/2013,12.46,,2/15/2013,1519.79
2/19/2013,12.31,,2/19/2013,1530.94
2/20/2013,14.68,,2/20/2013,1511.95
2/21/2013,15.22,,2/21/2013,1502.42
2/22/2013,14.17,,2/22/2013,1515.6
2/25/2013,18.99,,2/25/2013,1487.85
2/26/2013,16.87,,2/26/2013,1496.94
2/27/2013,14.73,,2/27/2013,1515.99
2/28/2013,15.51,,2/28/2013,1514.68
3/1/2013,15.36,,3/1/2013,1518.2
3/4/2013,14.01,,3/4/2013,1525.2
3/5/2013,13.48,,3/5/2013,1539.79
3/6/2013,13.53,,3/6/2013,1541.46
3/7/2013,13.06,,3/7/2013,1544.26
3/8/2013,12.59,,3/8/2013,1551.18
3/11/2013,11.56,,3/11/2013,1556.22
3/12/2013,12.27,,3/12/2013,1552.48
3/13/2013,11.83,,3/13/2013,1554.52
3/14/2013,11.3,,3/14/2013,1563.23
3/15/2013,11.3,,3/15/2013,1560.7
3/18/2013,13.36,,3/18/2013,1552.1
3/19/2013,14.39,,3/19/2013,1548.34
3/20/2013,12.67,,3/20/2013,1558.71
3/21/2013,13.99,,3/21/2013,1545.8
3/22/2013,13.57,,3/22/2013,1556.89
3/25/2013,13.74,,3/25/2013,1551.69
3/26/2013,12.77,,3/26/2013,1563.77
3/27/2013,13.15,,3/27/2013,1562.85
3/28/2013,12.7,,3/28/2013,1569.19
4/1/2013,13.58,,4/1/2013,1562.17
4/2/2013,12.78,,4/2/2013,1570.25
4/3/2013,14.21,,4/3/2013,1553.69
4/4/2013,13.89,,4/4/2013,1559.98
4/5/2013,13.92,,4/5/2013,1553.28
4/8/2013,13.19,,4/8/2013,1563.07
4/9/2013,12.84,,4/9/2013,1568.61
4/10/2013,12.36,,4/10/2013,1587.73
4/11/2013,12.24,,4/11/2013,1593.37
4/12/2013,12.06,,4/12/2013,1588.85
4/15/2013,17.27,,4/15/2013,1552.36
4/16/2013,13.96,,4/16/2013,1574.57
4/17/2013,16.51,,4/17/2013,1552.01
4/18/2013,17.56,,4/18/2013,1541.61
4/19/2013,14.97,,4/19/2013,1555.25
4/22/2013,14.39,,4/22/2013,1562.5
4/23/2013,13.48,,4/23/2013,1578.78
4/24/2013,13.61,,4/24/2013,1578.79
4/25/2013,13.62,,4/25/2013,1585.16
4/26/2013,13.61,,4/26/2013,1582.24
4/29/2013,13.71,,4/29/2013,1593.61
4/30/2013,13.52,,4/30/2013,1597.57
5/1/2013,14.49,,5/1/2013,1582.7
5/2/2013,13.59,,5/2/2013,1597.59
5/3/2013,12.85,,5/3/2013,1614.42
5/6/2013,12.66,,5/6/2013,1617.5
5/7/2013,12.83,,5/7/2013,1625.96
5/8/2013,12.66,,5/8/2013,1632.69
5/9/2013,13.13,,5/9/2013,1626.67
5/10/2013,12.59,,5/10/2013,1633.7
5/13/2013,12.55,,5/13/2013,1633.77
5/14/2013,12.77,,5/14/2013,1650.34
5/15/2013,12.81,,5/15/2013,1658.78
5/16/2013,13.07,,5/16/2013,1650.47
5/17/2013,12.45,,5/17/2013,1667.47
5/20/2013,13.02,,5/20/2013,1666.29
5/21/2013,13.37,,5/21/2013,1669.16
5/22/2013,13.82,,5/22/2013,1655.35
5/23/2013,14.07,,5/23/2013,1650.51
5/24/2013,13.99,,5/24/2013,1649.6
5/28/2013,14.48,,5/28/2013,1660.06
5/29/2013,14.83,,5/29/2013,1648.36
5/30/2013,14.53,,5/30/2013,1654.41
5/31/2013,16.3,,5/31/2013,1630.74
6/3/2013,16.28,,6/3/2013,1640.42
6/4/2013,16.27,,6/4/2013,1631.38
6/5/2013,17.5,,6/5/2013,1608.9
6/6/2013,16.63,,6/6/2013,1622.56
6/7/2013,15.14,,6/7/2013,1643.38
6/10/2013,15.44,,6/10/2013,1642.81
6/11/2013,17.07,,6/11/2013,1626.13
6/12/2013,18.59,,6/12/2013,1612.52
6/13/2013,16.41,,6/13/2013,1636.36
6/14/2013,17.15,,6/14/2013,1626.73
6/17/2013,16.8,,6/17/2013,1639.04
6/18/2013,16.61,,6/18/2013,1651.81
6/19/2013,16.64,,6/19/2013,1628.93
6/20/2013,20.49,,6/20/2013,1588.19
6/21/2013,18.9,,6/21/2013,1592.43
6/24/2013,20.11,,6/24/2013,1573.09
6/25/2013,18.47,,6/25/2013,1588.03
6/26/2013,17.21,,6/26/2013,1603.26
6/27/2013,16.86,,6/27/2013,1613.2
6/28/2013,16.86,,6/28/2013,1606.28
7/1/2013,16.37,,7/1/2013,1614.96
7/2/2013,16.44,,7/2/2013,1614.08
7/3/2013,16.2,,7/3/2013,1615.41
7/5/2013,14.89,,7/5/2013,1631.89
7/8/2013,14.78,,7/8/2013,1640.46
7/9/2013,14.35,,7/9/2013,1652.32
7/10/2013,14.21,,7/10/2013,1652.62
7/11/2013,14.01,,7/11/2013,1675.02
7/12/2013,13.84,,7/12/2013,1680.19
7/15/2013,13.79,,7/15/2013,1682.5
7/16/2013,14.42,,7/16/2013,1676.26
7/17/2013,13.78,,7/17/2013,1680.91
7/18/2013,13.77,,7/18/2013,1689.37
7/19/2013,12.54,,7/19/2013,1692.09
7/22/2013,12.29,,7/22/2013,1695.53
7/23/2013,12.66,,7/23/2013,1692.39
7/24/2013,13.18,,7/24/2013,1685.94
7/25/2013,12.97,,7/25/2013,1690.25
7/26/2013,12.72,,7/26/2013,1691.65
7/29/2013,13.39,,7/29/2013,1685.33
7/30/2013,13.39,,7/30/2013,1685.96
7/31/2013,13.45,,7/31/2013,1685.73
8/1/2013,12.94,,8/1/2013,1706.87
8/2/2013,11.98,,8/2/2013,1709.67
8/5/2013,11.84,,8/5/2013,1707.14
8/6/2013,12.72,,8/6/2013,1697.37
8/7/2013,12.98,,8/7/2013,1690.91
8/8/2013,12.73,,8/8/2013,1697.48
8/9/2013,13.41,,8/9/2013,1691.42
8/12/2013,12.81,,8/12/2013,1689.47
8/13/2013,12.31,,8/13/2013,1694.16
8/14/2013,13.04,,8/14/2013,1685.39
8/15/2013,14.73,,8/15/2013,1661.32
8/16/2013,14.37,,8/16/2013,1655.83
8/19/2013,15.1,,8/19/2013,1646.06
8/20/2013,14.91,,8/20/2013,1652.35
8/21/2013,15.94,,8/21/2013,1642.8
8/22/2013,14.76,,8/22/2013,1656.96
8/23/2013,13.98,,8/23/2013,1663.5
8/26/2013,14.99,,8/26/2013,1656.78
8/27/2013,16.77,,8/27/2013,1630.48
8/28/2013,16.49,,8/28/2013,1634.96
8/29/2013,16.81,,8/29/2013,1638.17
8/30/2013,17.01,,8/30/2013,1632.97
9/3/2013,16.61,,9/3/2013,1639.77
9/4/2013,15.88,,9/4/2013,1653.08
9/5/2013,15.77,,9/5/2013,1655.08
9/6/2013,15.85,,9/6/2013,1655.17
9/9/2013,15.63,,9/9/2013,1671.71
9/10/2013,14.53,,9/10/2013,1683.99
9/11/2013,13.82,,9/11/2013,1689.13
9/12/2013,14.29,,9/12/2013,1683.42
9/13/2013,14.16,,9/13/2013,1687.99
9/16/2013,14.38,,9/16/2013,1697.6
9/17/2013,14.53,,9/17/2013,1704.76
9/18/2013,13.59,,9/18/2013,1725.52
9/19/2013,13.16,,9/19/2013,1722.34
9/20/2013,13.12,,9/20/2013,1709.91
9/23/2013,14.31,,9/23/2013,1701.84
9/24/2013,14.08,,9/24/2013,1697.42
9/25/2013,14.01,,9/25/2013,1692.77
9/26/2013,14.06,,9/26/2013,1698.67
9/27/2013,15.46,,9/27/2013,1691.75
9/30/2013,16.6,,9/30/2013,1681.55
10/1/2013,15.54,,10/1/2013,1695
10/2/2013,16.6,,10/2/2013,1693.87
10/3/2013,17.67,,10/3/2013,1678.66
10/4/2013,16.74,,10/4/2013,1690.5
10/7/2013,19.41,,10/7/2013,1676.12
10/8/2013,20.34,,10/8/2013,1655.45
10/9/2013,19.6,,10/9/2013,1656.4
10/10/2013,16.48,,10/10/2013,1692.56
10/11/2013,15.72,,10/11/2013,1703.2
10/14/2013,16.07,,10/14/2013,1710.14
10/15/2013,18.66,,10/15/2013,1698.06
10/16/2013,14.71,,10/16/2013,1721.54
10/17/2013,13.48,,10/17/2013,1733.15
10/18/2013,13.04,,10/18/2013,1744.5
10/21/2013,13.16,,10/21/2013,1744.66
10/22/2013,13.33,,10/22/2013,1754.67
10/23/2013,13.42,,10/23/2013,1746.38
10/24/2013,13.2,,10/24/2013,1752.07
10/25/2013,13.09,,10/25/2013,1759.77
10/28/2013,13.31,,10/28/2013,1762.11
10/29/2013,13.41,,10/29/2013,1771.95
10/30/2013,13.65,,10/30/2013,1763.31
10/31/2013,13.75,,10/31/2013,1756.54
11/1/2013,13.28,,11/1/2013,1761.64
11/4/2013,12.93,,11/4/2013,1767.93
11/5/2013,13.27,,11/5/2013,1762.97
11/6/2013,12.67,,11/6/2013,1770.49
11/7/2013,13.91,,11/7/2013,1747.15
11/8/2013,12.9,,11/8/2013,1770.61
11/11/2013,12.53,,11/11/2013,1771.89
11/12/2013,12.82,,11/12/2013,1767.69
11/13/2013,12.52,,11/13/2013,1782
11/14/2013,12.37,,11/14/2013,1790.62
11/15/2013,12.19,,11/15/2013,1798.18
11/18/2013,13.1,,11/18/2013,1791.53
11/19/2013,13.39,,11/19/2013,1787.87
11/20/2013,13.4,,11/20/2013,1781.37
11/21/2013,12.66,,11/21/2013,1795.85
11/22/2013,12.26,,11/22/2013,1804.76
11/25/2013,12.79,,11/25/2013,1802.48
11/26/2013,12.81,,11/26/2013,1802.75
11/27/2013,12.98,,11/27/2013,1807.23
11/29/2013,13.7,,11/29/2013,1805.81
12/2/2013,14.23,,12/2/2013,1800.9
12/3/2013,14.55,,12/3/2013,1795.15
12/4/2013,14.7,,12/4/2013,1792.81
12/5/2013,15.08,,12/5/2013,1785.03
12/6/2013,13.79,,12/6/2013,1805.09
12/9/2013,13.49,,12/9/2013,1808.37
12/10/2013,13.91,,12/10/2013,1802.62
12/11/2013,15.42,,12/11/2013,1782.22
12/12/2013,15.54,,12/12/2013,1775.5
12/13/2013,15.76,,12/13/2013,1775.32
12/16/2013,16.03,,12/16/2013,1786.54
12/17/2013,16.21,,12/17/2013,1781
12/18/2013,13.8,,12/18/2013,1810.65
12/19/2013,14.15,,12/19/2013,1809.6
12/20/2013,13.79,,12/20/2013,1818.32
12/23/2013,13.04,,12/23/2013,1827.99
12/24/2013,12.48,,12/24/2013,1833.32
12/26/2013,12.33,,12/26/2013,1842.02
12/27/2013,12.46,,12/27/2013,1841.4
12/30/2013,13.56,,12/30/2013,1841.07
12/31/2013,13.72,,12/31/2013,1848.36
1/2/2014,14.23,,1/2/2014,1831.98
1/3/2014,13.76,,1/3/2014,1831.37
1/6/2014,13.55,,1/6/2014,1826.77
1/7/2014,12.92,,1/7/2014,1837.88
1/8/2014,12.87,,1/8/2014,1837.49
1/9/2014,12.89,,1/9/2014,1838.13
1/10/2014,12.14,,1/10/2014,1842.37
1/13/2014,13.28,,1/13/2014,1819.2
1/14/2014,12.28,,1/14/2014,1838.88
1/15/2014,12.28,,1/15/2014,1848.38
1/16/2014,12.53,,1/16/2014,1845.89
1/17/2014,12.44,,1/17/2014,1838.7
1/21/2014,12.87,,1/21/2014,1843.8
1/22/2014,12.84,,1/22/2014,1844.86
1/23/2014,13.77,,1/23/2014,1828.46
1/24/2014,18.14,,1/24/2014,1790.29
1/27/2014,17.42,,1/27/2014,1781.56
1/28/2014,15.8,,1/28/2014,1792.5
1/29/2014,17.35,,1/29/2014,1774.2
1/30/2014,17.29,,1/30/2014,1794.19
1/31/2014,18.41,,1/31/2014,1782.59
2/3/2014,21.44,,2/3/2014,1741.89
2/4/2014,19.11,,2/4/2014,1755.2
2/5/2014,19.95,,2/5/2014,1751.64
2/6/2014,17.23,,2/6/2014,1773.43
2/7/2014,15.29,,2/7/2014,1797.02
2/10/2014,15.26,,2/10/2014,1799.84
2/11/2014,14.51,,2/11/2014,1819.75
2/12/2014,14.3,,2/12/2014,1819.26
2/13/2014,14.14,,2/13/2014,1829.83
2/14/2014,13.57,,2/14/2014,1838.63
2/18/2014,13.87,,2/18/2014,1840.76
2/19/2014,15.5,,2/19/2014,1828.75
2/20/2014,14.79,,2/20/2014,1839.78
2/21/2014,14.68,,2/21/2014,1836.25
2/24/2014,14.23,,2/24/2014,1847.61
2/25/2014,13.67,,2/25/2014,1845.12
2/26/2014,14.35,,2/26/2014,1845.16
2/27/2014,14.04,,2/27/2014,1854.29
2/28/2014,14,,2/28/2014,1859.45
3/3/2014,16,,3/3/2014,1845.73
3/4/2014,14.1,,3/4/2014,1873.91
3/5/2014,13.89,,3/5/2014,1873.81
3/6/2014,14.21,,3/6/2014,1877.03
3/7/2014,14.11,,3/7/2014,1878.04
3/10/2014,14.2,,3/10/2014,1877.17
3/11/2014,14.8,,3/11/2014,1867.63
3/12/2014,14.47,,3/12/2014,1868.2
3/13/2014,16.22,,3/13/2014,1846.34
3/14/2014,17.82,,3/14/2014,1841.13
3/17/2014,15.64,,3/17/2014,1858.83
3/18/2014,14.52,,3/18/2014,1872.25
3/19/2014,15.12,,3/19/2014,1860.77
3/20/2014,14.52,,3/20/2014,1872.01
3/21/2014,15,,3/21/2014,1866.52
3/24/2014,15.09,,3/24/2014,1857.44
3/25/2014,14.02,,3/25/2014,1865.62
3/26/2014,14.93,,3/26/2014,1852.56
3/27/2014,14.62,,3/27/2014,1849.04
3/28/2014,14.41,,3/28/2014,1857.62
3/31/2014,13.88,,3/31/2014,1872.34
4/1/2014,13.1,,4/1/2014,1885.52
4/2/2014,13.09,,4/2/2014,1890.9
4/3/2014,13.37,,4/3/2014,1888.77
4/4/2014,13.96,,4/4/2014,1865.09
4/7/2014,15.57,,4/7/2014,1845.04
4/8/2014,14.89,,4/8/2014,1851.96
4/9/2014,13.82,,4/9/2014,1872.18
4/10/2014,15.89,,4/10/2014,1833.08
4/11/2014,17.03,,4/11/2014,1815.69
4/14/2014,16.11,,4/14/2014,1830.61
4/15/2014,15.61,,4/15/2014,1842.98
4/16/2014,14.18,,4/16/2014,1862.31
4/17/2014,13.36,,4/17/2014,1864.85
4/21/2014,13.25,,4/21/2014,1871.89
4/22/2014,13.19,,4/22/2014,1879.55
4/23/2014,13.27,,4/23/2014,1875.39
4/24/2014,13.32,,4/24/2014,1878.61
4/25/2014,14.06,,4/25/2014,1863.4
4/28/2014,13.97,,4/28/2014,1869.43
4/29/2014,13.71,,4/29/2014,1878.33
4/30/2014,13.41,,4/30/2014,1883.95
5/1/2014,13.25,,5/1/2014,1883.68
5/2/2014,12.91,,5/2/2014,1881.14
5/5/2014,13.29,,5/5/2014,1884.66
5/6/2014,13.8,,5/6/2014,1867.72
5/7/2014,13.4,,5/7/2014,1878.21
5/8/2014,13.43,,5/8/2014,1875.63
5/9/2014,12.92,,5/9/2014,1878.48
5/12/2014,12.23,,5/12/2014,1896.65
5/13/2014,12.13,,5/13/2014,1897.45
5/14/2014,12.17,,5/14/2014,1888.53
5/15/2014,13.17,,5/15/2014,1870.85
5/16/2014,12.44,,5/16/2014,1877.86
5/19/2014,12.42,,5/19/2014,1885.08
5/20/2014,12.96,,5/20/2014,1872.83
5/21/2014,11.91,,5/21/2014,1888.03
5/22/2014,12.03,,5/22/2014,1892.49
5/23/2014,11.36,,5/23/2014,1900.53
5/27/2014,11.51,,5/27/2014,1911.91
5/28/2014,11.68,,5/28/2014,1909.78
5/29/2014,11.57,,5/29/2014,1920.03
5/30/2014,11.4,,5/30/2014,1923.57
6/2/2014,11.58,,6/2/2014,1924.97
6/3/2014,11.87,,6/3/2014,1924.24
6/4/2014,12.08,,6/4/2014,1927.88
6/5/2014,11.68,,6/5/2014,1940.46
6/6/2014,10.73,,6/6/2014,1949.44
6/9/2014,11.15,,6/9/2014,1951.27
6/10/2014,10.99,,6/10/2014,1950.79
6/11/2014,11.6,,6/11/2014,1943.89
6/12/2014,12.56,,6/12/2014,1930.11
6/13/2014,12.18,,6/13/2014,1936.16
6/16/2014,12.65,,6/16/2014,1937.78
6/17/2014,12.06,,6/17/2014,1941.99
6/18/2014,10.61,,6/18/2014,1956.98
6/19/2014,10.62,,6/19/2014,1959.48
6/20/2014,10.85,,6/20/2014,1962.87
6/23/2014,10.98,,6/23/2014,1962.61
6/24/2014,12.13,,6/24/2014,1949.98
6/25/2014,11.59,,6/25/2014,1959.53
6/26/2014,11.63,,6/26/2014,1957.22
6/27/2014,11.26,,6/27/2014,1960.96
6/30/2014,11.57,,6/30/2014,1960.23
7/1/2014,11.15,,7/1/2014,1973.32
7/2/2014,10.82,,7/2/2014,1974.62
7/3/2014,10.32,,7/3/2014,1985.44
7/7/2014,11.33,,7/7/2014,1977.65
7/8/2014,11.98,,7/8/2014,1963.71
7/9/2014,11.65,,7/9/2014,1972.83
7/10/2014,12.59,,7/10/2014,1964.68
7/11/2014,12.08,,7/11/2014,1967.57
7/14/2014,11.82,,7/14/2014,1977.1
7/15/2014,11.96,,7/15/2014,1973.28
7/16/2014,11,,7/16/2014,1981.57
7/17/2014,14.54,,7/17/2014,1958.12
7/18/2014,12.06,,7/18/2014,1978.22
7/21/2014,12.81,,7/21/2014,1973.63
7/22/2014,12.24,,7/22/2014,1983.53
7/23/2014,11.52,,7/23/2014,1987.01
7/24/2014,11.84,,7/24/2014,1987.98
7/25/2014,12.69,,7/25/2014,1978.34
7/28/2014,12.56,,7/28/2014,1978.91
7/29/2014,13.28,,7/29/2014,1969.95
7/30/2014,13.33,,7/30/2014,1970.07
7/31/2014,16.95,,7/31/2014,1930.67
8/1/2014,17.03,,8/1/2014,1925.15
8/4/2014,15.12,,8/4/2014,1938.99
8/5/2014,16.87,,8/5/2014,1920.21
8/6/2014,16.37,,8/6/2014,1920.24
8/7/2014,16.66,,8/7/2014,1909.57
8/8/2014,15.77,,8/8/2014,1931.59
8/11/2014,14.23,,8/11/2014,1936.92
8/12/2014,14.13,,8/12/2014,1933.75
8/13/2014,12.9,,8/13/2014,1946.72
8/14/2014,12.42,,8/14/2014,1955.18
8/15/2014,13.15,,8/15/2014,1955.06
8/18/2014,12.32,,8/18/2014,1971.74
8/19/2014,12.21,,8/19/2014,1981.6
8/20/2014,11.78,,8/20/2014,1986.51
8/21/2014,11.76,,8/21/2014,1992.37
8/22/2014,11.47,,8/22/2014,1988.4
8/25/2014,11.7,,8/25/2014,1997.92
8/26/2014,11.63,,8/26/2014,2000.02
8/27/2014,11.78,,8/27/2014,2000.12
8/28/2014,12.05,,8/28/2014,1996.74
8/29/2014,11.98,,8/29/2014,2003.37
9/2/2014,12.25,,9/2/2014,2002.28
9/3/2014,12.36,,9/3/2014,2000.72
9/4/2014,12.64,,9/4/2014,1997.65
9/5/2014,12.09,,9/5/2014,2007.71
9/8/2014,12.66,,9/8/2014,2001.54
9/9/2014,13.5,,9/9/2014,1988.44
9/10/2014,12.88,,9/10/2014,1995.69
9/11/2014,12.8,,9/11/2014,1997.45
9/12/2014,13.31,,9/12/2014,1985.54
9/15/2014,14.12,,9/15/2014,1984.13
9/16/2014,12.73,,9/16/2014,1998.98
9/17/2014,12.65,,9/17/2014,2001.57
9/18/2014,12.03,,9/18/2014,2011.36
9/19/2014,12.11,,9/19/2014,2010.4
9/22/2014,13.69,,9/22/2014,1994.29
9/23/2014,14.93,,9/23/2014,1982.77
9/24/2014,13.27,,9/24/2014,1998.3
9/25/2014,15.64,,9/25/2014,1965.99
9/26/2014,14.85,,9/26/2014,1982.85
9/29/2014,15.98,,9/29/2014,1977.8
9/30/2014,16.31,,9/30/2014,1972.29
10/1/2014,16.71,,10/1/2014,1946.16
10/2/2014,16.16,,10/2/2014,1946.17
10/3/2014,14.55,,10/3/2014,1967.9
10/6/2014,15.46,,10/6/2014,1964.82
10/7/2014,17.2,,10/7/2014,1935.1
10/8/2014,15.11,,10/8/2014,1968.89
10/9/2014,18.76,,10/9/2014,1928.21
10/10/2014,21.24,,10/10/2014,1906.13
10/13/2014,24.64,,10/13/2014,1874.74
10/14/2014,22.79,,10/14/2014,1877.7
10/15/2014,26.25,,10/15/2014,1862.49
10/16/2014,25.2,,10/16/2014,1862.76
10/17/2014,21.99,,10/17/2014,1886.76
10/20/2014,18.57,,10/20/2014,1904.01
10/21/2014,16.08,,10/21/2014,1941.28
10/22/2014,17.87,,10/22/2014,1927.11
10/23/2014,16.53,,10/23/2014,1950.82
10/24/2014,16.11,,10/24/2014,1964.58
10/27/2014,16.04,,10/27/2014,1961.63
10/28/2014,14.39,,10/28/2014,1985.05
10/29/2014,15.15,,10/29/2014,1982.3
10/30/2014,14.52,,10/30/2014,1994.65
10/31/2014,14.03,,10/31/2014,2018.05
11/3/2014,14.73,,11/3/2014,2017.81
11/4/2014,14.89,,11/4/2014,2012.1
11/5/2014,14.17,,11/5/2014,2023.57
